Number,City,Gender,Age,Income,Illness
35992,1,1,42,87305.0,0
35993,1,0,42,107696.0,0
35994,1,1,55,75020.0,1
35995,1,1,59,91983.0,1
35996,1,1,44,81180.0,0
35997,1,1,42,105091.0,0
35998,1,0,30,109509.0,1
35999,1,1,30,95377.0,0
36000,1,1,53,99727.0,0
36001,1,0,60,91571.0,0
36002,1,0,53,92855.0,1
36003,1,0,62,89151.0,0
36004,1,0,55,108119.0,1
36005,1,1,32,80331.0,0
36006,1,1,31,84061.0,0
36007,1,0,61,74112.0,0
36008,1,0,52,97718.0,0
36009,1,1,44,82184.0,0
36010,1,0,46,90312.0,0
36011,1,0,37,93614.0,0
36012,1,0,27,102551.0,0
36013,1,0,63,109294.0,0
36014,1,0,30,101738.0,0
36015,1,0,61,88410.0,0
36016,1,0,37,94161.0,0
36017,1,0,37,103762.0,0
36018,1,0,36,90040.0,0
36019,1,1,64,113981.0,0
36020,1,1,27,90009.0,0
36021,1,0,62,127462.0,0
36022,1,0,57,99556.0,0
36023,1,0,34,95953.0,1
36024,1,1,45,86299.0,0
36025,1,0,50,109878.0,0
36026,1,0,36,98544.0,1
36027,1,0,43,121197.0,0
36028,1,1,52,92995.0,1
36029,1,0,36,97781.0,0
36030,1,0,40,106582.0,1
36031,1,1,33,98625.0,0
36032,1,1,36,92959.0,0
36033,1,1,49,97552.0,0
36034,1,0,38,105030.0,0
36035,1,0,62,102639.0,0
36036,1,1,38,86639.0,0
36037,1,1,44,93645.0,0
36038,1,1,34,81181.0,0
36039,1,0,51,87432.0,0
36040,1,1,58,113570.0,0
36041,1,0,39,109339.0,0
36042,1,1,35,103924.0,0
36043,1,0,27,97770.0,0
36044,1,1,51,88917.0,0
36045,1,1,38,74893.0,0
36046,1,1,43,95534.0,1
36047,1,0,27,105779.0,0
36048,1,1,28,84376.0,0
36049,1,0,27,100432.0,0
36050,1,0,31,93499.0,0
36051,1,1,59,98611.0,0
36052,1,0,41,113971.0,0
36053,1,1,55,96185.0,0
36054,1,1,38,104034.0,0
36055,1,1,51,94202.0,0
36056,1,1,53,97373.0,0
36057,1,0,36,102193.0,0
36058,1,0,33,109762.0,0
36059,1,0,47,96557.0,0
36060,1,0,53,84637.0,1
36061,1,0,64,89219.0,0
36062,1,1,43,93651.0,0
36063,1,0,38,92698.0,0
36064,1,1,41,84590.0,1
36065,1,0,46,103250.0,0
36066,1,1,26,88804.0,0
36067,1,1,57,79299.0,0
36068,1,1,50,81403.0,0
36069,1,1,28,84385.0,1
36070,1,1,52,94976.0,0
36071,1,0,39,106705.0,0
36072,1,1,59,108728.0,0
36073,1,0,39,113420.0,0
36074,1,0,40,94518.0,0
36075,1,1,41,97128.0,0
36076,1,1,64,99013.0,0
36077,1,1,30,99240.0,1
36078,1,0,53,96398.0,0
36079,1,1,27,119441.0,0
36080,1,0,38,92007.0,0
36081,1,1,61,86174.0,0
36082,1,1,59,96231.0,0
36083,1,1,26,96636.0,0
36084,1,0,44,100074.0,0
36085,1,0,29,81015.0,1
36086,1,1,34,106433.0,0
36087,1,0,40,105428.0,0
36088,1,1,50,93190.0,0
36089,1,1,60,84448.0,0
36090,1,0,48,132605.0,0
36091,1,0,50,99613.0,0
36092,1,1,62,85195.0,0
36093,1,0,39,110149.0,0
36094,1,0,26,107385.0,0
36095,1,0,35,119204.0,0
36096,1,0,28,95788.0,0
36097,1,0,35,95650.0,0
36098,1,1,56,78219.0,0
36099,1,1,37,88447.0,0
36100,1,0,53,92730.0,0
36101,1,1,58,80192.0,1
36102,1,1,64,94705.0,0
36103,1,0,59,93737.0,0
36104,1,0,26,85334.0,0
36105,1,0,62,98546.0,0
36106,1,0,32,97755.0,0
36107,1,1,44,107517.0,0
36108,1,0,32,101582.0,0
36109,1,1,57,88662.0,0
36110,1,0,49,106877.0,0
36111,1,0,46,114073.0,0
36112,1,0,37,108994.0,0
36113,1,1,42,82253.0,0
36114,1,0,52,111824.0,0
36115,1,1,54,91281.0,0
36116,1,1,27,81278.0,0
36117,1,0,39,84558.0,1
36118,1,0,46,96244.0,0
36119,1,0,30,104575.0,0
36120,1,0,55,116171.0,0
36121,1,1,63,82228.0,0
36122,1,0,43,100316.0,0
36123,1,1,46,95686.0,0
36124,1,0,53,106633.0,0
36125,1,1,41,89913.0,0
36126,1,0,33,106937.0,0
36127,1,0,31,99031.0,0
36128,1,0,45,126728.0,0
36129,1,0,49,102537.0,0
36130,1,1,39,90925.0,1
36131,1,1,25,87200.0,0
36132,1,1,46,100914.0,1
36133,1,1,43,98498.0,0
36134,1,0,44,94676.0,0
36135,1,1,49,81080.0,0
36136,1,0,46,92288.0,0
36137,1,0,50,120959.0,0
36138,1,1,51,92770.0,0
36139,1,0,44,104367.0,0
36140,1,0,46,102084.0,0
36141,1,1,61,98324.0,0
36142,1,0,61,95464.0,0
36143,1,1,60,111353.0,0
36144,1,1,35,79460.0,0
36145,1,0,46,89511.0,0
36146,1,0,39,85891.0,0
36147,1,1,40,90663.0,0
36148,1,0,55,97356.0,0
36149,1,0,38,91845.0,0
36150,1,0,39,121704.0,0
36151,1,0,28,93715.0,0
36152,1,0,41,120419.0,0
36153,1,1,43,92504.0,0
36154,1,0,60,111485.0,0
36155,1,1,47,75338.0,0
36156,1,1,28,84039.0,0
36157,1,1,55,79842.0,0
36158,1,1,32,88994.0,0
36159,1,1,54,102886.0,1
36160,1,0,34,99455.0,0
36161,1,0,44,112144.0,0
36162,1,1,28,99059.0,1
36163,1,0,43,84622.0,0
36164,1,0,36,107291.0,0
36165,1,0,40,104614.0,1
36166,1,1,63,86413.0,0
36167,1,1,54,90867.0,0
36168,1,1,56,107819.0,0
36169,1,1,34,89205.0,0
36170,1,1,55,117607.0,0
36171,1,1,30,94154.0,0
36172,1,1,62,80879.0,0
36173,1,0,27,87600.0,0
36174,1,1,61,94734.0,0
36175,1,1,49,94583.0,0
36176,1,0,58,99564.0,0
36177,1,1,45,95597.0,0
36178,1,0,26,109417.0,0
36179,1,0,54,115947.0,0
36180,1,1,30,91189.0,1
36181,1,0,43,104905.0,0
36182,1,1,25,93695.0,0
36183,1,1,53,104051.0,0
36184,1,0,60,98036.0,0
36185,1,1,54,84650.0,0
36186,1,0,58,88560.0,0
36187,1,0,52,89862.0,0
36188,1,0,56,104755.0,0
36189,1,0,48,83621.0,0
36190,1,0,42,90627.0,0
36191,1,0,62,97335.0,1
36192,1,0,54,91773.0,0
36193,1,1,50,106479.0,0
36194,1,0,58,105201.0,0
36195,1,1,53,86059.0,1
36196,1,0,60,85322.0,0
36197,1,0,31,105386.0,0
36198,1,0,64,115016.0,0
36199,1,1,47,69629.0,0
36200,1,0,58,110207.0,1
36201,1,1,33,93292.0,0
36202,1,0,49,100115.0,0
36203,1,0,29,92698.0,0
36204,1,0,64,108678.0,0
36205,1,1,65,80892.0,0
36206,1,0,65,104532.0,1
36207,1,1,60,87061.0,0
36208,1,0,29,103747.0,0
36209,1,0,48,86770.0,0
36210,1,1,44,83311.0,0
36211,1,0,64,106330.0,0
36212,1,0,61,101925.0,0
36213,1,0,25,85910.0,0
36214,1,0,53,100587.0,0
36215,1,1,33,80810.0,0
36216,1,0,45,108302.0,0
36217,1,0,39,96228.0,1
36218,1,1,28,71279.0,0
36219,1,0,58,111819.0,0
36220,1,0,36,106243.0,0
36221,1,0,31,101911.0,0
36222,1,1,27,85854.0,0
36223,1,1,42,73209.0,0
36224,1,1,32,87909.0,0
36225,1,1,53,100791.0,1
36226,1,0,26,107869.0,0
36227,1,0,39,86880.0,0
36228,1,0,49,83095.0,0
36229,1,1,60,102336.0,0
36230,1,0,34,126094.0,1
36231,1,0,28,99639.0,0
36232,1,0,65,115984.0,0
36233,1,0,50,102358.0,0
36234,1,1,53,117444.0,0
36235,1,0,32,110063.0,0
36236,1,0,37,81952.0,0
36237,1,0,47,91167.0,0
36238,1,1,57,78267.0,0
36239,1,0,36,113671.0,0
36240,1,1,29,97980.0,0
36241,1,0,48,107993.0,0
36242,1,0,54,104718.0,1
36243,1,0,54,104038.0,0
36244,1,0,58,97002.0,0
36245,1,1,56,101658.0,0
36246,1,0,33,102909.0,1
36247,1,0,39,97828.0,0
36248,1,0,52,106204.0,0
36249,1,0,48,102138.0,0
36250,1,1,54,76035.0,0
36251,1,1,42,94819.0,0
36252,1,1,27,88944.0,0
36253,1,1,52,75210.0,0
36254,1,0,60,113722.0,0
36255,1,0,32,114090.0,0
36256,1,0,56,99932.0,0
36257,1,0,40,114404.0,0
36258,1,0,48,105882.0,0
36259,1,0,30,90982.0,0
36260,1,1,33,86216.0,1
36261,1,0,64,89302.0,0
36262,1,1,47,97573.0,0
36263,1,1,36,104889.0,0
36264,1,0,27,103419.0,0
36265,1,1,29,97528.0,0
36266,1,0,52,124906.0,0
36267,1,0,46,117192.0,1
36268,1,0,59,104295.0,0
36269,1,1,35,102155.0,0
36270,1,1,40,105930.0,0
36271,1,0,36,110756.0,0
36272,1,1,61,92230.0,0
36273,1,0,51,120773.0,0
36274,1,1,63,105072.0,0
36275,1,1,57,103106.0,0
36276,1,1,58,84402.0,0
36277,1,0,39,85153.0,0
36278,1,0,32,117815.0,0
36279,1,0,35,98703.0,0
36280,1,0,50,106188.0,0
36281,1,0,50,95870.0,0
36282,1,0,27,133799.0,0
36283,1,1,49,106151.0,0
36284,1,0,27,104162.0,0
36285,1,1,56,106486.0,0
36286,1,1,30,108242.0,0
36287,1,1,57,86683.0,0
36288,1,0,27,93146.0,1
36289,1,0,30,104287.0,0
36290,1,1,42,65861.0,0
36291,1,0,26,71064.0,1
36292,1,0,65,107063.0,0
36293,1,0,58,87824.0,0
36294,1,0,37,85562.0,1
36295,1,1,27,101723.0,0
36296,1,0,32,98165.0,0
36297,1,0,60,92203.0,0
36298,1,1,58,92104.0,0
36299,1,0,54,103872.0,0
36300,1,1,28,94991.0,1
36301,1,0,40,103186.0,0
36302,1,0,26,106938.0,0
36303,1,0,52,86785.0,0
36304,1,0,60,83230.0,1
36305,1,0,26,95582.0,1
36306,1,0,30,96420.0,0
36307,1,0,39,112732.0,0
36308,1,0,35,98801.0,0
36309,1,0,38,102196.0,0
36310,1,1,65,91825.0,0
36311,1,0,47,103472.0,0
36312,1,1,63,78326.0,0
36313,1,0,57,88952.0,0
36314,1,1,59,74469.0,0
36315,1,1,53,74075.0,0
36316,1,0,38,101760.0,0
36317,1,0,34,102031.0,0
36318,1,1,57,100237.0,0
36319,1,0,47,95212.0,0
36320,1,0,47,87388.0,0
36321,1,1,47,96937.0,0
36322,1,0,54,93643.0,0
36323,1,0,59,100348.0,0
36324,1,0,29,95565.0,0
36325,1,1,58,72379.0,0
36326,1,0,62,98657.0,0
36327,1,0,30,104951.0,0
36328,1,1,38,78761.0,1
36329,1,1,60,105604.0,0
36330,1,1,30,74854.0,0
36331,1,1,36,83518.0,0
36332,1,1,53,78314.0,0
36333,1,0,62,87813.0,0
36334,1,0,27,99474.0,0
36335,1,1,60,92302.0,0
36336,1,1,49,97946.0,0
36337,1,0,34,103536.0,1
36338,1,1,62,89988.0,0
36339,1,0,42,105645.0,0
36340,1,1,28,107257.0,0
36341,1,0,59,88754.0,1
36342,1,0,53,101937.0,0
36343,1,0,49,109281.0,0
36344,1,0,39,122514.0,0
36345,1,0,42,102382.0,0
36346,1,1,45,96565.0,0
36347,1,0,53,101069.0,0
36348,1,1,35,92047.0,0
36349,1,0,34,94600.0,0
36350,1,0,55,91972.0,0
36351,1,1,32,81480.0,0
36352,1,0,59,92928.0,1
36353,1,0,46,94715.0,0
36354,1,0,52,97580.0,0
36355,1,1,38,82771.0,0
36356,1,1,65,94232.0,0
36357,1,0,57,91516.0,0
36358,1,1,47,84883.0,0
36359,1,0,53,96746.0,0
36360,1,0,43,108051.0,0
36361,1,0,26,106404.0,0
36362,1,1,53,86082.0,0
36363,1,0,42,105168.0,0
36364,1,1,52,72740.0,0
36365,1,1,28,84064.0,0
36366,1,1,53,91047.0,0
36367,1,0,43,93449.0,0
36368,1,1,60,80452.0,0
36369,1,1,46,103190.0,0
36370,1,0,27,97252.0,0
36371,1,1,31,80757.0,0
36372,1,1,43,93556.0,0
36373,1,0,40,117757.0,0
36374,1,0,45,113833.0,0
36375,1,1,59,88135.0,0
36376,1,0,32,92654.0,0
36377,1,1,63,75730.0,0
36378,1,1,29,90306.0,0
36379,1,0,35,85450.0,0
36380,1,0,54,96870.0,0
36381,1,0,51,86521.0,0
36382,1,0,48,94152.0,1
36383,1,1,57,109971.0,0
36384,1,1,42,82590.0,0
36385,1,0,49,100894.0,0
36386,1,1,59,102731.0,0
36387,1,0,55,110664.0,0
36388,1,0,31,93665.0,0
36389,1,1,36,72679.0,0
36390,1,0,27,87644.0,0
36391,1,0,37,99570.0,1
36392,1,0,39,104448.0,0
36393,1,0,31,90923.0,0
36394,1,1,28,75228.0,0
36395,1,1,45,100166.0,0
36396,1,0,36,116009.0,1
36397,1,1,56,86986.0,0
36398,1,0,61,98358.0,0
36399,1,1,38,85539.0,0
36400,1,0,40,107850.0,0
36401,1,0,55,88644.0,0
36402,1,0,39,109733.0,0
36403,1,1,58,74971.0,0
36404,1,0,28,112136.0,0
36405,1,1,32,112750.0,0
36406,1,1,54,93126.0,0
36407,1,1,62,79379.0,0
36408,1,0,29,105403.0,0
36409,1,1,37,92668.0,0
36410,1,0,26,100440.0,0
36411,1,0,32,79542.0,1
36412,1,0,63,93135.0,0
36413,1,0,33,107446.0,0
36414,1,0,49,96901.0,0
36415,1,0,63,86751.0,0
36416,1,1,65,97656.0,0
36417,1,0,47,105965.0,0
36418,1,0,52,96584.0,0
36419,1,0,49,115228.0,0
36420,1,0,44,91227.0,0
36421,1,1,47,81048.0,0
36422,1,0,55,119770.0,0
36423,1,1,61,89890.0,0
36424,1,0,51,86001.0,0
36425,1,1,30,81621.0,0
36426,1,0,38,98727.0,0
36427,1,0,63,87928.0,0
36428,1,0,29,117809.0,0
36429,1,1,54,76533.0,0
36430,1,0,60,102705.0,0
36431,1,1,58,86030.0,0
36432,1,0,48,80396.0,0
36433,1,1,64,73905.0,0
36434,1,0,45,96596.0,0
36435,1,1,30,103061.0,0
36436,1,1,42,88142.0,1
36437,1,0,33,100591.0,0
36438,1,0,31,113715.0,0
36439,1,1,40,94187.0,0
36440,1,0,40,109816.0,0
36441,1,1,27,93588.0,0
36442,1,0,36,97955.0,0
36443,1,1,59,100911.0,0
36444,1,1,45,115455.0,1
36445,1,1,28,97731.0,0
36446,1,0,51,91115.0,1
36447,1,0,35,87365.0,0
36448,1,1,44,70702.0,0
36449,1,0,31,113535.0,0
36450,1,0,34,105484.0,0
36451,1,1,64,94898.0,1
36452,1,0,64,109640.0,0
36453,1,0,29,96940.0,0
36454,1,1,48,91272.0,0
36455,1,0,41,108382.0,0
36456,1,1,41,84870.0,0
36457,1,0,63,105078.0,0
36458,1,1,61,91921.0,0
36459,1,0,60,104321.0,0
36460,1,1,49,109631.0,0
36461,1,0,40,100498.0,0
36462,1,0,42,101258.0,0
36463,1,0,62,107101.0,1
36464,1,0,49,88931.0,0
36465,1,0,39,94236.0,0
36466,1,0,33,92681.0,0
36467,1,0,51,85620.0,0
36468,1,1,65,99377.0,0
36469,1,1,55,107846.0,0
36470,1,0,36,100707.0,0
36471,1,0,49,88275.0,0
36472,1,0,33,91409.0,1
36473,1,0,26,107361.0,0
36474,1,0,59,111566.0,0
36475,1,0,53,108111.0,0
36476,1,1,59,81894.0,0
36477,1,1,62,65191.0,0
36478,1,0,49,86247.0,0
36479,1,0,49,101620.0,0
36480,1,0,55,99675.0,1
36481,1,1,32,75061.0,0
36482,1,0,43,75984.0,0
36483,1,1,60,112152.0,0
36484,1,0,27,132078.0,0
36485,1,1,41,80962.0,0
36486,1,1,48,92559.0,0
36487,1,0,48,108257.0,0
36488,1,0,58,112454.0,1
36489,1,1,53,76327.0,0
36490,1,1,54,88738.0,0
36491,1,1,29,84298.0,0
36492,1,1,44,95130.0,0
36493,1,0,53,106695.0,0
36494,1,0,36,102360.0,0
36495,1,1,43,72249.0,0
36496,1,1,56,88515.0,0
36497,1,0,38,105085.0,0
36498,1,1,64,87961.0,0
36499,1,0,57,94710.0,0
36500,1,1,59,100746.0,0
36501,1,1,48,91382.0,0
36502,1,0,26,98601.0,0
36503,1,0,46,103932.0,0
36504,1,1,64,91977.0,0
36505,1,0,27,88193.0,0
36506,1,1,39,105605.0,0
36507,1,1,56,82171.0,0
36508,1,0,43,100902.0,0
36509,1,0,58,86450.0,0
36510,1,0,46,92046.0,0
36511,1,0,27,91662.0,1
36512,1,0,26,101442.0,0
36513,1,0,54,94885.0,0
36514,1,0,43,98222.0,0
36515,1,0,56,113771.0,0
36516,1,0,65,95549.0,0
36517,1,0,39,130029.0,0
36518,1,0,64,93531.0,0
36519,1,1,60,80864.0,0
36520,1,0,28,108408.0,0
36521,1,1,62,80486.0,0
36522,1,0,39,105735.0,0
36523,1,1,61,96424.0,0
36524,1,0,55,97067.0,0
36525,1,0,53,93758.0,0
36526,1,1,35,98794.0,0
36527,1,0,63,105068.0,0
36528,1,1,51,88912.0,0
36529,1,1,47,95472.0,0
36530,1,0,43,96691.0,0
36531,1,1,57,88951.0,0
36532,1,1,28,85140.0,0
36533,1,0,37,81531.0,0
36534,1,0,57,101652.0,0
36535,1,0,54,107277.0,0
36536,1,1,42,92430.0,0
36537,1,1,35,106364.0,0
36538,1,0,59,119398.0,0
36539,1,1,33,101486.0,0
36540,1,0,35,96646.0,0
36541,1,1,65,105427.0,0
36542,1,0,36,120626.0,0
36543,1,0,57,114709.0,0
36544,1,1,56,114948.0,0
36545,1,0,33,100487.0,0
36546,1,1,26,91193.0,0
36547,1,1,44,86419.0,0
36548,1,1,28,93972.0,1
36549,1,1,44,86718.0,0
36550,1,1,27,87971.0,0
36551,1,1,41,91486.0,0
36552,1,1,41,92298.0,1
36553,1,0,42,95406.0,0
36554,1,1,47,92951.0,0
36555,1,1,63,95169.0,0
36556,1,1,58,79992.0,0
36557,1,1,39,100448.0,1
36558,1,0,59,89561.0,0
36559,1,0,57,128450.0,0
36560,1,0,46,79411.0,0
36561,1,0,60,99136.0,0
36562,1,0,28,108533.0,0
36563,1,0,31,105273.0,0
36564,1,1,54,87420.0,0
36565,1,1,58,106717.0,0
36566,1,1,59,70221.0,0
36567,1,1,47,100077.0,0
36568,1,0,40,100805.0,1
36569,1,0,31,94102.0,0
36570,1,0,55,115389.0,0
36571,1,1,28,84958.0,1
36572,1,1,37,94559.0,0
36573,1,1,37,106429.0,0
36574,1,0,41,94591.0,0
36575,1,0,32,99782.0,0
36576,1,0,55,82848.0,0
36577,1,0,51,88653.0,0
36578,1,0,58,100885.0,0
36579,1,1,35,85659.0,0
36580,1,0,28,96703.0,0
36581,1,1,33,102950.0,0
36582,1,0,64,80826.0,0
36583,1,1,63,94097.0,0
36584,1,1,47,74922.0,0
36585,1,0,62,84854.0,0
36586,1,1,26,95450.0,0
36587,1,0,38,120857.0,0
36588,1,1,41,84162.0,1
36589,1,1,27,101148.0,0
36590,1,1,37,94225.0,0
36591,1,1,36,92222.0,0
36592,1,1,57,99842.0,0
36593,1,1,27,96838.0,0
36594,1,0,57,94124.0,0
36595,1,0,64,95525.0,0
36596,1,1,51,102768.0,0
36597,1,1,64,88582.0,0
36598,1,0,26,115733.0,0
36599,1,0,35,93251.0,0
36600,1,1,59,90641.0,0
36601,1,0,38,98970.0,0
36602,1,0,63,113624.0,0
36603,1,0,40,101287.0,0
36604,1,0,49,99406.0,0
36605,1,1,59,94062.0,0
36606,1,0,64,102367.0,0
36607,1,0,40,92402.0,0
36608,1,0,40,100198.0,0
36609,1,1,36,80312.0,0
36610,1,0,40,101946.0,0
36611,1,1,62,89885.0,0
36612,1,0,38,116762.0,0
36613,1,1,59,90082.0,0
36614,1,1,43,93443.0,0
36615,1,0,52,126743.0,0
36616,1,1,37,92778.0,0
36617,1,0,57,114637.0,0
36618,1,0,29,114857.0,1
36619,1,0,46,92611.0,0
36620,1,0,44,127743.0,1
36621,1,0,53,88948.0,1
36622,1,1,33,97203.0,0
36623,1,1,50,92909.0,0
36624,1,1,40,105293.0,0
36625,1,0,34,94204.0,0
36626,1,0,51,93552.0,0
36627,1,0,37,123528.0,0
36628,1,1,34,84392.0,0
36629,1,1,28,95804.0,0
36630,1,0,33,124296.0,0
36631,1,1,28,98844.0,0
36632,1,0,38,90659.0,0
36633,1,0,35,98404.0,0
36634,1,0,50,107398.0,0
36635,1,0,48,88901.0,0
36636,1,0,63,120799.0,0
36637,1,0,43,105821.0,0
36638,1,0,40,95087.0,0
36639,1,1,36,104177.0,0
36640,1,0,55,104000.0,0
36641,1,0,35,97706.0,0
36642,1,1,63,101860.0,0
36643,1,0,36,103534.0,0
36644,1,0,60,106373.0,0
36645,1,0,32,106754.0,0
36646,1,0,51,100760.0,0
36647,1,1,32,85743.0,1
36648,1,1,46,98831.0,0
36649,1,1,50,80104.0,0
36650,1,1,49,100687.0,0
36651,1,1,41,76093.0,1
36652,1,1,39,82975.0,0
36653,1,1,60,115151.0,0
36654,1,1,31,103581.0,0
36655,1,1,33,94770.0,1
36656,1,0,34,104373.0,0
36657,1,0,28,96874.0,0
36658,1,0,34,112027.0,0
36659,1,0,32,116924.0,0
36660,1,1,62,115427.0,0
36661,1,0,38,107574.0,0
36662,1,0,53,89611.0,0
36663,1,0,29,82365.0,0
36664,1,0,59,109559.0,0
36665,1,0,65,113493.0,0
36666,1,0,61,83660.0,0
36667,1,1,39,88240.0,0
36668,1,1,46,88599.0,0
36669,1,1,64,78775.0,0
36670,1,0,54,86652.0,0
36671,1,1,39,83784.0,0
36672,1,0,46,100691.0,0
36673,1,1,52,87577.0,0
36674,1,0,51,103602.0,0
36675,1,1,33,89938.0,0
36676,1,0,38,105167.0,0
36677,1,0,36,93571.0,0
36678,1,0,31,109169.0,0
36679,1,1,30,84564.0,0
36680,1,0,59,89237.0,0
36681,1,0,55,106150.0,0
36682,1,0,26,114246.0,0
36683,1,0,55,97032.0,0
36684,1,0,62,95098.0,0
36685,1,1,56,89614.0,0
36686,1,1,26,90700.0,0
36687,1,0,44,93516.0,0
36688,1,1,27,99113.0,0
36689,1,1,48,87794.0,0
36690,1,0,26,107184.0,0
36691,1,1,35,92768.0,0
36692,1,1,42,96390.0,0
36693,1,0,46,90844.0,0
36694,1,0,52,96766.0,1
36695,1,0,28,94444.0,0
36696,1,0,64,111036.0,0
36697,1,1,61,90575.0,0
36698,1,0,44,103009.0,0
36699,1,1,29,84080.0,0
36700,1,0,52,109514.0,0
36701,1,0,43,82954.0,0
36702,1,1,25,69506.0,0
36703,1,1,26,96295.0,0
36704,1,0,61,96434.0,0
36705,1,0,46,86657.0,0
36706,1,1,28,71970.0,0
36707,1,1,30,96558.0,0
36708,1,0,38,85556.0,0
36709,1,1,32,89083.0,0
36710,1,0,28,98537.0,0
36711,1,0,41,113107.0,0
36712,1,1,31,97883.0,0
36713,1,0,62,112968.0,0
36714,1,1,28,78626.0,0
36715,1,0,47,103196.0,0
36716,1,0,62,97699.0,0
36717,1,0,26,101964.0,0
36718,1,0,48,108565.0,0
36719,1,0,47,94011.0,0
36720,1,0,59,106809.0,0
36721,1,0,49,100673.0,0
36722,1,0,61,101680.0,0
36723,1,0,51,105051.0,0
36724,1,0,34,95597.0,1
36725,1,1,47,105084.0,0
36726,1,1,52,90938.0,0
36727,1,1,28,98826.0,0
36728,1,1,34,89098.0,0
36729,1,0,27,102861.0,0
36730,1,1,47,110380.0,0
36731,1,0,36,114724.0,0
36732,1,0,31,92140.0,0
36733,1,0,52,106302.0,0
36734,1,0,55,85711.0,0
36735,1,0,39,104563.0,0
36736,1,0,28,104751.0,0
36737,1,0,59,97143.0,0
36738,1,0,57,99242.0,0
36739,1,0,39,109730.0,0
36740,1,1,43,105008.0,0
36741,1,0,26,114006.0,0
36742,1,1,40,96064.0,0
36743,1,0,56,106786.0,0
36744,1,1,38,87889.0,0
36745,1,1,50,85588.0,1
36746,1,0,57,108751.0,0
36747,1,1,55,72058.0,0
36748,1,1,26,89471.0,0
36749,1,1,58,91124.0,0
36750,1,1,58,88080.0,0
36751,1,1,40,95560.0,0
36752,1,1,52,99020.0,0
36753,1,0,35,106751.0,0
36754,1,1,40,93174.0,0
36755,1,0,41,112306.0,0
36756,1,0,45,110188.0,0
36757,1,0,31,91041.0,0
36758,1,0,57,93172.0,1
36759,1,1,58,99378.0,0
36760,1,1,52,94060.0,0
36761,1,0,55,110124.0,0
36762,1,0,60,101381.0,0
36763,1,0,46,84804.0,0
36764,1,1,41,81669.0,0
36765,1,1,46,80210.0,0
36766,1,1,38,92336.0,0
36767,1,1,36,80577.0,0
36768,1,1,37,93330.0,0
36769,1,1,26,95058.0,0
36770,1,0,33,99034.0,0
36771,1,1,57,94777.0,0
36772,1,0,25,107709.0,1
36773,1,0,61,90575.0,0
36774,1,1,48,93844.0,0
36775,1,1,47,86751.0,1
36776,1,1,33,82901.0,1
36777,1,0,31,93697.0,1
36778,1,0,46,90170.0,0
36779,1,1,62,106953.0,0
36780,1,1,28,89052.0,0
36781,1,0,38,103507.0,1
36782,1,0,26,92661.0,0
36783,1,0,51,109334.0,0
36784,1,0,43,99990.0,0
36785,1,1,45,92754.0,0
36786,1,0,47,103250.0,0
36787,1,1,40,83678.0,0
36788,1,1,52,105689.0,0
36789,1,0,45,102936.0,0
36790,1,0,59,86364.0,0
36791,1,0,43,102492.0,0
36792,1,0,47,78532.0,0
36793,1,1,46,92906.0,0
36794,1,0,56,119317.0,0
36795,1,1,31,96609.0,0
36796,1,1,30,106146.0,0
36797,1,0,44,117055.0,0
36798,1,1,52,82682.0,0
36799,1,1,59,105645.0,0
36800,1,0,42,105939.0,0
36801,1,0,41,104038.0,0
36802,1,1,32,84075.0,0
36803,1,0,65,91818.0,0
36804,1,0,60,91207.0,0
36805,1,0,37,100279.0,0
36806,1,0,55,114112.0,0
36807,1,1,27,95242.0,0
36808,1,0,32,90663.0,0
36809,1,0,25,104854.0,0
36810,1,0,55,84170.0,0
36811,1,0,34,122052.0,0
36812,1,1,33,86107.0,0
36813,1,0,37,92917.0,0
36814,1,1,29,71812.0,0
36815,1,0,40,96512.0,0
36816,1,1,38,88862.0,0
36817,1,1,54,84839.0,0
36818,1,0,49,109610.0,0
36819,1,1,47,105259.0,0
36820,1,0,46,95955.0,0
36821,1,1,40,70088.0,0
36822,1,0,26,86909.0,0
36823,1,0,63,110089.0,0
36824,1,0,51,106472.0,0
36825,1,1,51,91495.0,0
36826,1,0,52,93735.0,0
36827,1,0,58,96388.0,0
36828,1,0,32,108683.0,0
36829,1,1,36,99161.0,0
36830,1,0,50,103292.0,0
36831,1,1,63,83716.0,0
36832,1,0,28,107495.0,0
36833,1,0,26,96713.0,0
36834,1,0,31,116792.0,0
36835,1,1,49,88119.0,0
36836,1,1,39,69269.0,0
36837,1,1,43,95062.0,1
36838,1,0,48,110523.0,0
36839,1,0,51,94046.0,0
36840,1,0,29,88643.0,0
36841,1,0,32,114956.0,0
36842,1,0,64,120545.0,0
36843,1,1,53,88872.0,0
36844,1,0,50,108514.0,0
36845,1,0,61,111101.0,0
36846,1,1,46,73522.0,1
36847,1,0,60,105100.0,0
36848,1,1,61,75901.0,0
36849,1,0,59,95537.0,0
36850,1,1,54,70354.0,0
36851,1,1,52,82741.0,0
36852,1,1,41,92577.0,1
36853,1,1,50,78285.0,0
36854,1,0,52,92999.0,0
36855,1,1,57,97033.0,0
36856,1,1,45,99428.0,0
36857,1,0,57,109788.0,0
36858,1,1,48,93463.0,1
36859,1,0,33,107856.0,0
36860,1,0,32,103656.0,0
36861,1,0,27,99226.0,0
36862,1,1,30,90100.0,0
36863,1,0,32,103907.0,0
36864,1,0,30,102857.0,0
